a1.Name,Proximo_Rikako_Aida,a2.Name,Trabalhou_com_proximos_Rikako_aida
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Don't Toy With Me, Miss Nagatoro""","""Yuki Inoue"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!""","""Chiaki Omigawa"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!""","""Kouji Yusa"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!""","""Miyu Kubota"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!""","""Nichika Omori"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!""","""Rico Sasaki"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!""","""Yurie Kozakai"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil! (Web)""","""Chiaki Omigawa"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil! (Web)""","""Miko Terada"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil! (Web)""","""Miyu Kubota"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil! (Web)""","""Nichika Omori"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil! (Web)""","""Riho Iida"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil! (Web)""","""Yurie Kozakai"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!! Dash""","""Chiaki Omigawa"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!! Dash""","""Marina Yamada"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!! Dash""","""Miyu Kubota"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!! Dash""","""Nichika Omori"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!! Dash""","""Rico Sasaki"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!! Dash""","""Riho Iida"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!! Dash""","""Yurie Kozakai"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!! Dash: Chapter Chitose""","""Chiaki Omigawa"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!! Dash: Chapter Chitose""","""Marina Yamada"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!! Dash: Chapter Chitose""","""Miharu Hanai"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!! Dash: Chapter Chitose""","""Miyu Kubota"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!! Dash: Chapter Chitose""","""Nichika Omori"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!! Dash: Chapter Chitose""","""Riho Iida"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Dropkick on My Devil!! Dash: Chapter Chitose""","""Yurie Kozakai"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Etotama: Nyan-Kyaku Banrai""","""Maaya Uchida"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Etotama: Nyan-Kyaku Banrai""","""Mai Fuchigami"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Etotama: Nyan-Kyaku Banrai""","""Mariko Honda"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Etotama: Nyan-Kyaku Banrai""","""Megumi Toda"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Etotama: Nyan-Kyaku Banrai""","""Rie Murakawa"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Etotama: Nyan-Kyaku Banrai""","""Sayaka Oohara"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Etotama: Nyan-Kyaku Banrai""","""Yoshiyuki Shimozuma"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Iwakakeru! Sport Climbing Girls""","""Akane Fujita"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Iwakakeru! Sport Climbing Girls""","""Ami Koshimizu"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Iwakakeru! Sport Climbing Girls""","""Jiro Jay Takasugi"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Iwakakeru! Sport Climbing Girls""","""Miyu Tomita"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Iwakakeru! Sport Climbing Girls""","""Yukari Tamura"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Magical Girl Site""","""Ayaka Shimizu"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Magical Girl Site""","""Haruka Yamazaki"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Magical Girl Site""","""Himika Akaneya"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Magical Girl Site""","""Nobuhiko Okamoto"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Magical Girl Site""","""Yuu Serizawa"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Magical Girl Site""","""Yuuko Oono"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Majestic Prince Movie: Kakusei no Idenshiko""","""Hiroki Aiba"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Majestic Prince Movie: Kakusei no Idenshiko""","""Junya Ikeda"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Majestic Prince Movie: Kakusei no Idenshiko""","""Shintarou Asanuma"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Majestic Prince Movie: Kakusei no Idenshiko""","""Tsubasa Yonaga"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Majestic Prince Movie: Kakusei no Idenshiko""","""Youko Hikasa"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Majestic Prince Movie: Kakusei no Idenshiko""","""Yuka Iguchi"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Rumble Garanndoll""","""Fairouz Ai"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Rumble Garanndoll""","""Mana Hirata"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Rumble Garanndoll""","""Rina Hidaka"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Rumble Garanndoll""","""Shiori Izawa"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Rumble Garanndoll""","""Takamitsu Fukuchi"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Rumble Garanndoll""","""Takuma Terashima"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Rumble Garanndoll""","""Tomokazu Sugita"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Sweetness & Lightning""","""Haruka Tomatsu"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Sweetness & Lightning""","""Kouji Fujiyoshi"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Sweetness & Lightning""","""Rina Endou"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Sweetness & Lightning""","""Saaya Andou"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Sweetness & Lightning""","""Saori Hayami"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Sweetness & Lightning""","""Tomokazu Seki"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Sweetness & Lightning""","""Yuuichi Nakamura"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Three Leaves, Three Colors""","""Asuka Nishi"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Three Leaves, Three Colors""","""Ayaka Imamura"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Three Leaves, Three Colors""","""Machico"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Three Leaves, Three Colors""","""Mai Kanazawa"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Three Leaves, Three Colors""","""Shiori Katsuta"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Three Leaves, Three Colors""","""Tomomi Yoshikai"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Three Leaves, Three Colors""","""Yuu Wakui"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Three Leaves, Three Colors Specials""","""Asuka Nishi"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Three Leaves, Three Colors Specials""","""Ayaka Imamura"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Three Leaves, Three Colors Specials""","""Kenji Akabane"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Three Leaves, Three Colors Specials""","""Kotone Kuwayama"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Three Leaves, Three Colors Specials""","""Mai Kanazawa"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Three Leaves, Three Colors Specials""","""Nao Natsuno"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Three Leaves, Three Colors Specials""","""Yuu Wakui"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Yuuki Yuuna is a Hero: The Great Mankai Chapter""","""Ayaka Oohashi"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Yuuki Yuuna is a Hero: The Great Mankai Chapter""","""Haruka Terui"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Yuuki Yuuna is a Hero: The Great Mankai Chapter""","""Minami Tanaka"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Yuuki Yuuna is a Hero: The Great Mankai Chapter""","""Suzuko Mimori"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Yuuki Yuuna is a Hero: The Great Mankai Chapter""","""Yumi Uchiyama"""
"""Love Live! Sunshine!! 2nd Season""","""Aina Suzuki""","""Yuuki Yuuna is a Hero: The Great Mankai Chapter""","""Yuuko Oono"""
"""Love Live! Sunshine!! 2nd Season""","""Anju Inami""","""Anime-Gataris""","""Ai Kakuma"""
"""Love Live! Sunshine!! 2nd Season""","""Anju Inami""","""Anime-Gataris""","""Hisako Toujou"""
"""Love Live! Sunshine!! 2nd Season""","""Anju Inami""","""Anime-Gataris""","""Junta Terashima"""
"""Love Live! Sunshine!! 2nd Season""","""Anju Inami""","""Anime-Gataris""","""Kaede Hondo"""
"""Love Live! Sunshine!! 2nd Season""","""Anju Inami""","""Anime-Gataris""","""Rie Takahashi"""
"""Love Live! Sunshine!! 2nd Season""","""Anju Inami""","""Anime-Gataris""","""Sayaka Senbongi"""
"""Love Live! Sunshine!! 2nd Season""","""Anju Inami""","""Anime-Gataris""","""Setsuo Ito"""
"""Love Live! Sunshine!! 2nd Season""","""Anju Inami""","""Hinata no Aoshigure""","""Saori Hayami"""
"""Love Live! Sunshine!! 2nd Season""","""Anju Inami""","""Tabechattate Ii no ni na!""","""Aya Uchida"""
"""Love Live! Sunshine!! 2nd Season""","""Anju Inami""","""Tabechattate Ii no ni na!""","""Junko Takeuchi"""
"""Love Live! Sunshine!! 2nd Season""","""Anju Inami""","""Tabechattate Ii no ni na!""","""Saki Fujita"""
"""Love Live! Sunshine!! 2nd Season""","""Anju Inami""","""Tabechattate Ii no ni na!""","""Sarah Emi Bridcutt"""
"""Love Live! Sunshine!! 2nd Season""","""Anju Inami""","""Tabechattate Ii no ni na!""","""Yuka Iguchi"""
"""Love Live! Sunshine!! 2nd Season""","""Arisa Komiya""","""Garo Movie: Divine Flame""","""Daisuke Namikawa"""
"""Love Live! Sunshine!! 2nd Season""","""Arisa Komiya""","""Garo Movie: Divine Flame""","""Ikkyuu Juku"""
"""Love Live! Sunshine!! 2nd Season""","""Arisa Komiya""","""Garo Movie: Divine Flame""","""Katsuhito Nomura"""
"""Love Live! Sunshine!! 2nd Season""","""Arisa Komiya""","""Garo Movie: Divine Flame""","""Kenyuu Horiuchi"""
"""Love Live! Sunshine!! 2nd Season""","""Arisa Komiya""","""Garo Movie: Divine Flame""","""Masato Hagiwara"""
"""Love Live! Sunshine!! 2nd Season""","""Arisa Komiya""","""Garo Movie: Divine Flame""","""Romi Park"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""009 Re:Cyborg""","""Chiwa Saitou"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""009 Re:Cyborg""","""Daisuke Ono"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""009 Re:Cyborg""","""Mamoru Miyano"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""009 Re:Cyborg""","""Nobuyuki Katsube"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""009 Re:Cyborg""","""Tarou Masuoka"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""009 Re:Cyborg""","""Teruyuki Tanzawa"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""009 Re:Cyborg""","""Tooru Ookawa"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Allison and Lillia""","""Kouichi Yamadera"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Allison and Lillia""","""Mamiko Noto"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Allison and Lillia""","""Motoko Kumai"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Allison and Lillia""","""Nana Mizuki"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Allison and Lillia""","""Tomohisa Asou"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Allison and Lillia""","""Toshiyuki Morikawa"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Arashi no Yoru ni: Himitsu no Tomodachi""","""Asaki Takase"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Arashi no Yoru ni: Himitsu no Tomodachi""","""Kouichi Yamadera"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Arashi no Yoru ni: Himitsu no Tomodachi""","""Rie Kugimiya"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Arashi no Yoru ni: Himitsu no Tomodachi""","""Tatsuhisa Suzuki"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Arashi no Yoru ni: Himitsu no Tomodachi""","""Yui Horie"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Baccano!""","""Akemi Kanda"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Baccano!""","""Daisuke Sakaguchi"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Baccano!""","""Keiji Fujiwara"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Baccano!""","""Masakazu Morita"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Baccano!""","""Masaya Onosaka"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Baccano!""","""Ryou Hirohashi"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Baccano!""","""Sanae Kobayashi"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Blood+""","""Akiko Yajima"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Blood+""","""Eri Kitamura"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Blood+""","""Hideyuki Umezu"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Blood+""","""Jouji Nakata"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Blood+""","""Juurouta Kosugi"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Blood+""","""Katsuyuki Konishi"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Blood+""","""Kentarou Itou"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Boogiepop Phantom""","""Kaori Shimizu"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Boogiepop Phantom""","""Kyo Nagasawa"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Boogiepop Phantom""","""Megumi Nasu"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Boogiepop Phantom""","""Shizuma Hodoshima"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Boogiepop Phantom""","""Taiki Matsuno"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Boogiepop Phantom""","""Wasei Chikada"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Boogiepop Phantom""","""Yuu Asakawa"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Candidate for Goddess OVA""","""Akira Ishida"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Candidate for Goddess OVA""","""Keiji Fujiwara"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Candidate for Goddess OVA""","""Kenji Nojima"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Candidate for Goddess OVA""","""Miki Nagasawa"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Candidate for Goddess OVA""","""Rie Kugimiya"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Candidate for Goddess OVA""","""Susumu Chiba"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Candidate for Goddess OVA""","""Yukimasa Obi"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Captain Tsubasa (2018)""","""Katsuyuki Konishi"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Captain Tsubasa (2018)""","""Kenichi Suzumura"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Captain Tsubasa (2018)""","""Mutsuki Iwanaka"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Captain Tsubasa (2018)""","""Mutsumi Tamura"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Captain Tsubasa (2018)""","""Ryou Nishitani"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Captain Tsubasa (2018)""","""Takuya Satou"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Captain Tsubasa (2018)""","""Yuuko Sanpei"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cardfight!! Vanguard: Link Joker""","""Atsuko Enomoto"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cardfight!! Vanguard: Link Joker""","""Izumi Kitta"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cardfight!! Vanguard: Link Joker""","""Kumiko Higa"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cardfight!! Vanguard: Link Joker""","""Suzuko Mimori"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cardfight!! Vanguard: Link Joker""","""Tooru Nara"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cardfight!! Vanguard: Link Joker""","""Tsubasa Yonaga"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chaos;Child: Chaos;HEAd""","""Akira Ishida"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chaos;Child: Chaos;HEAd""","""Eri Kitamura"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chaos;Child: Chaos;HEAd""","""Hitomi Nabatame"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chaos;Child: Chaos;HEAd""","""Noriko Aoki"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chaos;Child: Chaos;HEAd""","""Tsubasa Yonaga"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chaos;Child: Chaos;HEAd""","""Ui Miyazaki"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chaos;Child: Chaos;HEAd""","""Yoshitsugu Matsuoka"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chaos;HEAd""","""Ayumi Tsuji"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chaos;HEAd""","""Chiaki Takahashi"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chaos;HEAd""","""Eri Kitamura"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chaos;HEAd""","""Hitomi Nabatame"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chaos;HEAd""","""Kenta Miyake"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chaos;HEAd""","""Ui Miyazaki"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chaos;HEAd""","""Yui Sakakibara"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chibi Devi!""","""Ayumi Fujimura"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chibi Devi!""","""Mikako Takahashi"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chibi Devi!""","""Noriko Shitaya"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chibi Devi!""","""Rie Yamaguchi"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chibi Devi!""","""Ryou Hirohashi"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chibi Devi!""","""Souichirou Hoshi"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Chibi Devi!""","""Yuka Iguchi"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cluster Edge""","""Daisuke Kishio"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cluster Edge""","""Fujiko Takimoto"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cluster Edge""","""Hidenobu Kiuchi"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cluster Edge""","""Hiro Shimono"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cluster Edge""","""Hiroshi Kamiya"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cluster Edge""","""Jun Fukuyama"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cluster Edge""","""Tatsuhisa Suzuki"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cluster Edge Specials""","""Daisuke Kishio"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cluster Edge Specials""","""Go Inoue"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cluster Edge Specials""","""Hidenobu Kiuchi"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cluster Edge Specials""","""Hiro Shimono"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cluster Edge Specials""","""Jun Fukuyama"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cluster Edge Specials""","""Mitsuki Saiga"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Cluster Edge Specials""","""Tatsuhisa Suzuki"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Crayon Shin-chan: Shin-Men""","""Akiko Yajima"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Crayon Shin-chan: Shin-Men""","""Mika Kanai"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Crayon Shin-chan: Shin-Men""","""Mitsuki Saiga"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Crayon Shin-chan: Shin-Men""","""Takahiro Mizushima"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Crayon Shin-chan: Shin-Men""","""Yukiji"""
"""Senryu Girl""","""Hiroyuki Yoshino""","""Crayon Shin-chan: Shin-Men""","""Yuko Kaida"""
